                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.5983,                 1.5855,                 1.0701,                0.36169,                0.28152,                0.26939,                0.14909,                 1.5737,                 1.5715,                 1.0624,             0.00054435,             0.00054435,             0.00054435
                     15,                 1.5879,                 1.5731,                 1.0689,                0.38122,                0.29395,                0.27997,                0.15758,                 1.5534,                 1.5317,                 1.0553,             0.00053022,             0.00053022,             0.00053022
                     16,                 1.5783,                 1.5614,                 1.0673,                0.38376,                0.28477,                0.27832,                0.16044,                 1.5275,                 1.5232,                 1.0515,             0.00051608,             0.00051608,             0.00051608
                     17,                 1.5772,                 1.5521,                 1.0664,                0.38083,                0.29164,                0.28354,                0.15975,                 1.5372,                 1.5141,                 1.0518,             0.00050194,             0.00050194,             0.00050194
                     18,                 1.5745,                 1.5409,                 1.0628,                0.38179,                 0.2952,                0.28553,                0.16122,                 1.5338,                 1.5276,                 1.0497,              0.0004878,              0.0004878,              0.0004878
                     19,                 1.5625,                 1.5199,                 1.0609,                0.39922,                0.30099,                0.29147,                0.16514,                 1.5188,                 1.4941,                 1.0495,             0.00047367,             0.00047367,             0.00047367
                     20,                 1.5521,                 1.5034,                 1.0608,                0.39462,                0.30698,                0.29273,                0.16553,                 1.5175,                 1.4797,                 1.0477,             0.00045953,             0.00045953,             0.00045953
                     21,                 1.5522,                 1.5056,                 1.0589,                0.39157,                0.30068,                0.28772,                0.16502,                 1.5106,                 1.5058,                 1.0481,             0.00044539,             0.00044539,             0.00044539
                     22,                 1.5509,                 1.5014,                 1.0583,                0.39784,                0.29912,                 0.2889,                0.16512,                 1.5086,                 1.4976,                 1.0496,             0.00043126,             0.00043126,             0.00043126
                     23,                  1.535,                 1.4844,                 1.0542,                0.39402,                0.29872,                0.29293,                 0.1673,                 1.5176,                 1.4723,                 1.0502,             0.00041712,             0.00041712,             0.00041712
                     24,                 1.5368,                 1.4791,                 1.0543,                0.40243,                0.30034,                0.29433,                0.16954,                 1.5028,                 1.4738,                 1.0488,             0.00040298,             0.00040298,             0.00040298
                     25,                 1.5311,                 1.4663,                 1.0537,                0.39467,                0.30614,                0.29324,                0.16853,                 1.5021,                  1.468,                 1.0448,             0.00038884,             0.00038884,             0.00038884
                     26,                 1.5343,                 1.4652,                  1.054,                0.39665,                0.30489,                0.29591,                0.16944,                 1.4953,                 1.4631,                 1.0444,             0.00037471,             0.00037471,             0.00037471
                     27,                 1.5205,                 1.4546,                 1.0515,                0.40945,                0.31242,                0.30393,                0.17351,                 1.4942,                 1.4558,                 1.0431,             0.00036057,             0.00036057,             0.00036057
                     28,                 1.5216,                 1.4473,                 1.0503,                0.40996,                 0.3092,                0.30152,                0.17216,                 1.4982,                 1.4553,                 1.0464,             0.00034643,             0.00034643,             0.00034643
                     29,                 1.5168,                 1.4404,                  1.051,                0.40599,                 0.3072,                0.30241,                0.17278,                 1.4943,                  1.452,                 1.0416,              0.0003323,              0.0003323,              0.0003323
                     30,                 1.5129,                 1.4306,                 1.0474,                0.41069,                0.30689,                0.30161,                0.17302,                 1.4852,                 1.4495,                 1.0413,             0.00031816,             0.00031816,             0.00031816
                     31,                 1.5133,                 1.4324,                 1.0477,                0.41597,                0.30667,                0.30303,                0.17284,                 1.4937,                 1.4389,                 1.0408,             0.00030402,             0.00030402,             0.00030402
                     32,                  1.508,                 1.4183,                 1.0452,                0.41305,                0.30811,                0.30533,                0.17476,                 1.4871,                 1.4358,                 1.0401,             0.00028988,             0.00028988,             0.00028988
                     33,                 1.5041,                 1.4173,                 1.0476,                0.42819,                0.31376,                0.30858,                0.17743,                 1.4832,                 1.4308,                 1.0424,             0.00027575,             0.00027575,             0.00027575
                     34,                 1.5009,                 1.4031,                 1.0443,                0.41877,                 0.3118,                0.31021,                0.17768,                 1.4764,                 1.4256,                 1.0388,             0.00026161,             0.00026161,             0.00026161
                     35,                 1.4935,                 1.4018,                 1.0433,                0.43176,                0.31308,                0.31146,                0.17847,                 1.4763,                  1.424,                 1.0387,             0.00024747,             0.00024747,             0.00024747
                     36,                 1.4985,                 1.3971,                 1.0432,                 0.4176,                0.31649,                0.31026,                0.17773,                 1.4798,                  1.423,                 1.0387,             0.00023334,             0.00023334,             0.00023334
                     37,                 1.4934,                 1.3899,                 1.0415,                0.42016,                0.31487,                0.31368,                0.17997,                 1.4714,                 1.4131,                 1.0378,              0.0002192,              0.0002192,              0.0002192
                     38,                 1.4837,                 1.3808,                 1.0403,                  0.418,                0.31798,                 0.3132,                0.17987,                 1.4755,                 1.4144,                 1.0384,             0.00020506,             0.00020506,             0.00020506
                     39,                 1.4809,                 1.3765,                 1.0421,                 0.4306,                0.31135,                0.31276,                0.18006,                 1.4719,                 1.4117,                 1.0379,             0.00019092,             0.00019092,             0.00019092
                     40,                 1.4752,                 1.3728,                 1.0386,                0.44178,                0.31047,                 0.3138,                0.18102,                 1.4666,                 1.4086,                 1.0374,             0.00017679,             0.00017679,             0.00017679
                     41,                 1.4539,                 1.3487,                 1.0412,                0.43013,                0.31576,                0.31351,                0.17873,                  1.477,                 1.4146,                 1.0386,             0.00016265,             0.00016265,             0.00016265
                     42,                 1.4423,                 1.3231,                 1.0383,                0.42259,                0.31485,                0.31452,                0.17978,                 1.4717,                 1.4108,                 1.0393,             0.00014851,             0.00014851,             0.00014851
                     43,                 1.4408,                 1.3153,                  1.036,                0.43416,                0.31592,                0.31636,                0.18121,                 1.4748,                 1.4099,                 1.0385,             0.00013437,             0.00013437,             0.00013437
                     44,                 1.4339,                 1.3069,                  1.036,                0.44355,                 0.3054,                0.31314,                0.17933,                 1.4729,                  1.409,                  1.039,             0.00012024,             0.00012024,             0.00012024
                     45,                 1.4335,                 1.2998,                 1.0345,                0.43871,                0.31917,                0.31978,                0.18217,                 1.4673,                  1.402,                 1.0371,              0.0001061,              0.0001061,              0.0001061
                     46,                 1.4251,                 1.2875,                 1.0338,                0.43801,                0.31722,                0.31831,                0.18268,                 1.4675,                 1.4026,                  1.037,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     47,                  1.419,                 1.2816,                 1.0311,                0.42861,                 0.3185,                0.31797,                 0.1816,                 1.4701,                 1.4031,                 1.0372,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     48,                 1.4211,                 1.2806,                 1.0314,                0.43837,                0.31573,                0.31866,                0.18276,                 1.4655,                 1.3975,                 1.0365,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     49,                 1.4181,                 1.2769,                 1.0315,                0.44171,                 0.3141,                0.31859,                0.18277,                 1.4634,                 1.3984,                 1.0362,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     50,                 1.4117,                 1.2707,                 1.0294,                0.43324,                0.32008,                0.31921,                0.18304,                 1.4632,                 1.3928,                 1.0357,             3.5414e-05,             3.5414e-05,             3.5414e-05
